Date,Region,Product Category,Sales Channel,Revenue_USD,COGS_USD,Budget_Target,CSAT,Discount_Percent
2024-05-22,North America,Enterprise Software,Online,14722,6141,14032,3.9,12
2025-11-03,North America,Enterprise Software,Partner,296298,149752,256223,3.5,6
2025-11-17,EMEA,Consulting,Partner,419464,213923,411557,3.9,4
2025-09-15,APAC,Enterprise Software,Online,486186,162049,475377,5.0,5
2024-11-01,LATAM,Hardware,Direct,439351,178169,492475,3.7,15
2024-02-17,APAC,Hardware,Direct,375750,165812,378845,3.7,2
2025-03-31,North America,Cloud Services,Partner,225375,98679,253408,3.8,14
2025-06-23,LATAM,Cloud Services,Direct,207687,78140,238200,4.1,9
2025-03-25,North America,Consulting,Direct,130385,54668,117018,4.5,9
2024-09-11,LATAM,Cloud Services,Direct,401337,169803,456887,4.4,12
2024-12-03,LATAM,Consulting,Online,100069,44115,113165,4.8,7
2025-12-11,North America,Cloud Services,Partner,502970,288260,536018,4.3,2
2025-06-24,EMEA,Enterprise Software,Direct,428351,255415,407924,4.7,2
2025-11-05,North America,Enterprise Software,Partner,256337,153995,285498,3.5,5
2024-02-09,APAC,Cloud Services,Online,76770,26772,65816,4.4,13
2025-01-15,LATAM,Enterprise Software,Partner,191762,77061,163038,4.9,10
2025-03-14,North America,Consulting,Online,206349,121468,183014,5.0,0
2024-06-23,LATAM,Enterprise Software,Direct,490926,268887,491876,4.8,11
2025-01-11,APAC,Enterprise Software,Online,15947,7535,14654,4.3,1
2024-12-18,APAC,Enterprise Software,Online,185388,96711,178777,4.1,14
2025-07-19,North America,Hardware,Partner,85851,47109,84224,4.1,2
2025-03-07,LATAM,Consulting,Partner,83438,49668,84144,4.5,3
2024-03-26,EMEA,Consulting,Direct,71821,39862,76776,3.7,13
2025-09-14,North America,Consulting,Online,415429,257567,466874,3.7,15
2024-10-24,North America,Hardware,Online,29515,13586,26285,4.4,7
2025-11-25,North America,Consulting,Direct,299258,148786,280394,3.5,10
2025-11-26,LATAM,Enterprise Software,Partner,76267,43862,74666,5.0,15
2025-04-01,APAC,Cloud Services,Online,62870,32526,64960,4.8,8
2024-08-08,EMEA,Consulting,Partner,33555,19924,33124,4.3,5
2024-04-01,APAC,Hardware,Direct,79109,42796,76595,4.0,2
2024-08-28,North America,Hardware,Online,38834,15287,38636,4.8,3
2025-06-16,LATAM,Hardware,Partner,401776,148453,432993,4.2,2
2025-12-05,APAC,Enterprise Software,Direct,280480,164284,306200,4.5,6
2024-05-18,APAC,Hardware,Direct,174486,72811,188565,4.2,0
2025-03-04,APAC,Enterprise Software,Partner,52464,20900,47403,3.6,6
2024-02-20,North America,Consulting,Online,332176,113920,359333,3.8,1
2024-05-21,LATAM,Enterprise Software,Online,195964,102065,182002,3.7,11
2024-05-06,North America,Enterprise Software,Direct,379605,184257,364061,4.5,14
2024-04-14,North America,Enterprise Software,Direct,272640,155879,282859,4.6,7
2024-11-06,APAC,Enterprise Software,Partner,78259,45783,80677,3.6,2
2025-10-04,EMEA,Hardware,Partner,210798,116525,227449,4.4,13
2025-06-19,LATAM,Hardware,Direct,429627,257841,453900,4.4,4
2024-07-29,EMEA,Enterprise Software,Online,170477,105750,146741,4.9,13
2025-07-14,North America,Enterprise Software,Direct,272440,146257,297345,4.4,9
2024-03-31,APAC,Consulting,Partner,323612,121778,303969,4.5,14
2024-04-04,North America,Cloud Services,Partner,403876,177473,411128,4.9,11
2024-12-01,APAC,Consulting,Online,591062,337293,630119,4.5,1
2024-08-08,North America,Cloud Services,Direct,456742,271882,500736,3.6,7
